privateQuery,scrambledQuery,score
atypical squamous cells,ENDOCERVIX endocervix,1
atypical squamous cells,leep,1
atypical squamous cells,pap smear hpv picture cervical dysplasia click summary website,1
atypical squamous cells,undetermined significance hpv vaccine pap smear statement evaluated fda cervical dysplasia,1
atypical squamous cells,Cytohormonal,1
atypical squamous cells,cervical cervix HPV,1
atypical squamous cells,colposcopy AGUS time,1
atypical squamous cells,hpv vaccine pap smear,1
atypical squamous cells,Cervix Pap,1
atypical squamous cells,LEEP colpo,1
atypical squamous cells,Alternative Smear,1
atypical squamous cells,undetermined significance hpv vaccine pap smear statement evaluated fda cervical dysplasia other topics human papilloma virus click summary website,1
atypical squamous cells,pad Pap,1
atypical squamous cells,Intraepithelial Cervix,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear cervical dysplasia,1
atypical squamous cells,dysplasia colposcopy Smear Pap,1
atypical squamous cells,HGSIL,1
atypical squamous cells,carcinoma Typically smear,1
atypical squamous cells,statement evaluated fda other topics undetermined significance human papilloma virus,1
atypical squamous cells,AGUS conization,1
atypical squamous cells,Colposcopy atypia Dr,0
atypical squamous cells,undetermined significance statement evaluated fda cervical dysplasia click summary website,1
atypical squamous cells,welldifferentiated keratocanthoma keratinfilled,1
atypical squamous cells,click summary website undetermined significance hpv vaccine,1
atypical squamous cells,dysplasia cervix,1
atypical squamous cells,other topics undetermined significance hpv vaccine,1
atypical squamous cells,dysplasia cervix Smear cervical Pap HPV,1
atypical squamous cells,smear acuminatum,1
atypical squamous cells,health science report undetermined significance pap smear click summary website,1
atypical squamous cells,cervix Pap,1
atypical squamous cells,cervix colposcopy leep,1
atypical squamous cells,METAPLASIA smears,1
atypical squamous cells,malignum ENDOCERVIX,1
atypical squamous cells,severe smears,1
atypical squamous cells,undetermined significance pap smear hpv picture click summary website,1
atypical squamous cells,pap smear,1
atypical squamous cells,significance severe Pap,1
atypical squamous cells,cervix Dysplasia Cervical Pap,1
atypical squamous cells,undetermined significance hpv vaccine pap smear cervical dysplasia human papilloma virus,1
atypical squamous cells,Pap LEEP,1
atypical squamous cells,colposcopy Dysplasia leep Smear Pap,1
atypical squamous cells,The In papillovirus,1
atypical squamous cells,A welldifferentiated keratocanthoma,1
atypical squamous cells,Colposcopy atypia American,0
atypical squamous cells,pap smear cervical dysplasia click summary website,1
atypical squamous cells,other topics undetermined significance human papilloma virus,1
atypical squamous cells,significance abnormality AGCUS,1
atypical squamous cells,statement evaluated fda click summary website undetermined significance hpv picture,1
atypical squamous cells,keratocanthoma keratinfilled,1
atypical squamous cells,health science report other topics undetermined significance hpv picture,1
atypical squamous cells,Adenocarcinoma smear,1
atypical squamous cells,health science report other topics undetermined significance human papilloma virus,1
atypical squamous cells,health science report undetermined significance hpv picture,1
atypical squamous cells,cervix Pap HPV,1
atypical squamous cells,situ smears uterine,1
atypical squamous cells,ASCUS conization,1
atypical squamous cells,dysplasia pap,1
atypical squamous cells,undetermined significance hpv vaccine pap smear hpv picture cervical dysplasia,1
atypical squamous cells,In papillovirus,1
atypical squamous cells,cervacal Pap,1
atypical squamous cells,colposcopy AGUS Dr,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear cervical dysplasia other topics human papilloma virus,1
atypical squamous cells,colposcopy Dysplasia leep,1
atypical squamous cells,dysplasia colposcopy Smear,1
atypical squamous cells,verruca papillovirus,1
atypical squamous cells,HPVDNA dyskeratocytes,1
atypical squamous cells,complications Pap,1
atypical squamous cells,undetermined significance hpv picture statement evaluated fda cervical dysplasia click summary website,1
atypical squamous cells,colposcopy Pap,1
atypical squamous cells,undetermined significance hpv vaccine pap smear,1
atypical squamous cells,A dysplesia,1
atypical squamous cells,atypia adenocarcinoma smear,0
atypical squamous cells,cervix Cervical smear HPV,1
atypical squamous cells,other topics undetermined significance hpv picture,1
atypical squamous cells,cervical dysplasia,1
atypical squamous cells,situ In smears,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear statement evaluated fda cervical dysplasia other topics human papilloma virus,1
atypical squamous cells,undetermined significance human papilloma virus,1
atypical squamous cells,statement evaluated fda undetermined significance human papilloma virus,1
atypical squamous cells,undetermined significance hpv vaccine cervical dysplasia,1
atypical squamous cells,koilocytosis,1
atypical squamous cells,ENDOCERVIX endocervix Doderleins,1
atypical squamous cells,THIS HGSIL,1
atypical squamous cells,severe Pap,1
atypical squamous cells,Pap acuminatum,1
atypical squamous cells,health science report click summary website undetermined significance hpv vaccine,1
atypical squamous cells,pad test smear,1
atypical squamous cells,Cervix pap,1
atypical squamous cells,cervix AGCUS,1
atypical squamous cells,The dysplesia,1
atypical squamous cells,LEEP smear,1
atypical squamous cells,undetermined significance hpv vaccine pap smear statement evaluated fda cervical dysplasia human papilloma virus click summary website,1
atypical squamous cells,colposcopy ASCUS AGUS,1
atypical squamous cells,keratocanthoma,1
atypical squamous cells,cervix exfoliative carcinoma smears GYNECOLOGY,1
atypical squamous cells,colposcopy curetting LEEP,1
atypical squamous cells,cervix AGUS Pap,1
atypical squamous cells,Greenberg situ smear,1
atypical squamous cells,cervix colposcopy Cervical HPV,1
atypical squamous cells,cervical abnormal,1
atypical squamous cells,acuminatum,1
atypical squamous cells,LEEP HPV,1
atypical squamous cells,Recurrence Pap,1
atypical squamous cells,Intraepithelial HGSIL,1
atypical squamous cells,HPVDNA dyskeratocytosis,1
atypical squamous cells,situ smears,1
atypical squamous cells,pap cervix HPV,1
atypical squamous cells,cervix abnormal AGUS Pap,1
atypical squamous cells,significance abnormal AGCUS,1
atypical squamous cells,undetermined significance pap smear other topics click summary website,1
atypical squamous cells,cervical pap,1
atypical squamous cells,adenocarcinoma smears,1
atypical squamous cells,dysplesia cervacal,1
atypical squamous cells,ASCUS AGCUS,1
atypical squamous cells,colposcopy Dysplasia Smear,1
atypical squamous cells,cervix Smear,1
atypical squamous cells,undetermined significance pap smear hpv picture statement evaluated fda cervical dysplasia,1
atypical squamous cells,undetermined significance pap smear hpv picture cervical dysplasia other topics human papilloma virus,1
atypical squamous cells,statement evaluated fda undetermined significance human papilloma virus hpv vaccine,1
atypical squamous cells,situ smears Bader,1
atypical squamous cells,pap cervix,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear hpv picture cervical dysplasia,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear statement evaluated fda cervical dysplasia human papilloma virus,1
atypical squamous cells,cervix Cervical pap HPV,1
atypical squamous cells,cervix Smear HPV,1
atypical squamous cells,ENDOCERVIX Doderleins,1
atypical squamous cells,A keratocanthoma,1
atypical squamous cells,undetermined significance hpv picture,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear cervical dysplasia human papilloma virus click summary website,1
atypical squamous cells,health science report pap smear cervical dysplasia,1
atypical squamous cells,carcinoma smears,1
atypical squamous cells,undetermined significance pap smear hpv picture cervical dysplasia other topics click summary website,1
atypical squamous cells,ASCUS colpo,1
atypical squamous cells,undetermined significance cervical dysplasia,1
atypical squamous cells,dysplasia cervix HPV,1
atypical squamous cells,cervix leep,1
atypical squamous cells,colposcopy smear pap,1
atypical squamous cells,cervix colposcopy Pap,1
atypical squamous cells,keratoses keratinocytes,1
atypical squamous cells,hyaluran,1
atypical squamous cells,cervix abnormal ASCUS cervical AGUS smears,1
atypical squamous cells,abnormal cervix,1
atypical squamous cells,Colposcopy ASCUS AGUS,1
atypical squamous cells,colposcopy atypia Society,0
atypical squamous cells,undetermined significance hpv picture cervical dysplasia click summary website,1
atypical squamous cells,colposcopy Dysplasia,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear cervical dysplasia other topics human papilloma virus click summary website,1
atypical squamous cells,cervix colposcopy Dysplasia leep Pap,1
atypical squamous cells,dyskeratocytes,1
atypical squamous cells,undetermined significance hpv picture cervical dysplasia other topics click summary website,1
atypical squamous cells,BAD Grade pap,1
atypical squamous cells,adenocarcinoma smear,1
atypical squamous cells,undetermined significance pap smear statement evaluated fda cervical dysplasia other topics,1
atypical squamous cells,cervix cervical Pap HPV,1
atypical squamous cells,HPVDNA dyskeratocytes dyskeratocytosis,1
atypical squamous cells,cervix abnormal cervical AGUS smears Pap,1
atypical squamous cells,bad grades Pap,1
atypical squamous cells,pap smear hpv picture cervical dysplasia other topics,1
atypical squamous cells,cervix colposcopy,1
atypical squamous cells,undetermined significance hpv picture hpv vaccine,1
atypical squamous cells,endocervix,1
atypical squamous cells,cervix papillovirus,1
atypical squamous cells,THAT carcinoma smear,1
atypical squamous cells,undetermined AGCUS,1
atypical squamous cells,endocervical conization,1
atypical squamous cells,Dysplasia leep,1
atypical squamous cells,cervix abnormal AGUS smears,1
atypical squamous cells,Sutejda,1
atypical squamous cells,health science report pap smear hpv picture cervical dysplasia,1
atypical squamous cells,health science report undetermined significance hpv vaccine pap smear cervical dysplasia human papilloma virus,1
atypical squamous cells,IS HGSIL,1
atypical squamous cells,cervix abnormal cervical AGUS smears,1
atypical squamous cells,cervix colposcopy Dysplasia leep Cervical,1
atypical squamous cells,The dysplesia cervacal,1
atypical squamous cells,cervix abnormal AGUS smears Pap,1
atypical squamous cells,malignum,1
atypical squamous cells,undetermined severe Pap,1
atypical squamous cells,cervix abnormal ASCUS cervical,1
atypical squamous cells,Colposcopy AGUS time,1
atypical squamous cells,colposcopy Smear Pap,1
atypical squamous cells,cone Pap,1
atypical squamous cells,malignum Mesonephric,1
atypical squamous cells,A dysplesia cervacal,1
atypical squamous cells,cervix Cervical LEEP HPV,1
atypical squamous cells,abnormal LEEP,1
atypical squamous cells,papillovirus,1
atypical squamous cells,THIS IS HGSIL,1
atypical squamous cells,ASCUS Intraepithelial,1
atypical squamous cells,undetermined significance hpv picture statement evaluated fda cervical dysplasia other topics click summary website,1
atypical squamous cells,abnormality AGCUS,1
atypical squamous cells,Dysplasia Pap,1
atypical squamous cells,dysplasia cervix cervical HPV,1
atypical squamous cells,undetermined significance hpv vaccine pap smear hpv picture cervical dysplasia other topics,1
atypical squamous cells,Sutejda To,1
atypical squamous cells,Colposcopy atypia AGUS,0
atypical squamous cells,carcinoma smear They,1
atypical squamous cells,colposcopy atypia rapidly,0
atypical squamous cells,ASCUS LEEP,1
atypical squamous cells,leep Pap,1
atypical squamous cells,situ pool smears,1
atypical squamous cells,carcinoma smear,1
atypical squamous cells,abnormal bad grade,1
atypical squamous cells,Parakeratosis,1
atypical squamous cells,Smear cervacal,1
atypical squamous cells,undetermined significance hpv vaccine pap smear statement evaluated fda cervical dysplasia human papilloma virus,1
atypical squamous cells,hpv vaccine cervical dysplasia,1
atypical squamous cells,undetermined significance pap smear cervical dysplasia other topics click summary website,1
atypical squamous cells,health science report click summary website undetermined significance hpv picture,1
atypical squamous cells,bad grade Pap,1
atypical squamous cells,The A cervacal,1
atypical squamous cells,cervix abnormal ASCUS cervical smears,1
atypical squamous cells,In carcinoma smears,1
atypical squamous cells,Cervical Pap HPV,1
atypical squamous cells,dysplasia colposcopy Pap,1
atypical squamous cells,Colposcopy atypia Society,0
atypical squamous cells,dyskeratocytes dyskeratocytosis,1
atypical squamous cells,dysplasia colposcopy,1
atypical squamous cells,A carcinoma smear,1
atypical squamous cells,statement evaluated fda click summary website undetermined significance human papilloma virus,1
atypical squamous cells,undetermined significance statement evaluated fda cervical dysplasia other topics click summary website,1
atypical squamous cells,dysplasia cervix colposcopy cervical HPV,1
atypical squamous cells,cervix colposcopy cervical HPV,1
