privateQuery,scrambledQuery,score
ocd,FFC sufferer helpful,1
ocd,FFC advice friends,1
ocd,uk profit charity organisation obsession compulsion children adult cognitive behavioural therapy,0
ocd,responsible content party website advice doctor obsession compulsion cognitive behavioural therapy,0
ocd,compulsive UK CBT,1
ocd,FFC Family carers,1
ocd,Understanding obsessions guide,1
ocd,compulsions FFC CBT cognitive obsessions,1
ocd,obsessions UK CBT,1
ocd,FFC compulsions information,1
ocd,responsible content party website link external website obsession compulsion cognitive behavioural therapy,0
ocd,CBT charity understand,1
ocd,neuropsychiatric Misdiagnosis streptococcal,1
ocd,CBT CMHT common,1
ocd,autoimmune strep Streptococcal,1
ocd,responsible content party website advice doctor obsession compulsion quality life,0
ocd,obsession compulsion compulsive disorder uk profit charity organisation responsible content party website cognitive behavioural therapy,0
ocd,FFC It carers,1
ocd,obsession compulsion link external website compulsive disorder uk profit charity organisation information purpose quality life advice doctor,0
ocd,obsession compulsion uk profit charity organisation advice doctor,1
ocd,FFC compulsions discusses,1
ocd,CBT obsessions Understanding Behavioural,0
ocd,obsession compulsion link external website compulsive disorder uk profit charity organisation information purpose cognitive behavioural therapy,0
ocd,compulsive UK CBT often,1
ocd,obsession compulsion responsible content party website advice doctor,1
ocd,medical information uk profit charity organisation obsession compulsion quality life,0
ocd,FFC cognitive,1
ocd,FFC advice,1
ocd,responsible content party website medical information obsession compulsion quality life,0
ocd,medical common UK understanding Disorder estimates,1
ocd,compulsive disorder uk profit charity organisation information purpose cognitive behavioural therapy,1
ocd,neuropsychiatric ganglia Misdiagnosis,1
ocd,compulsions FFC CBT,1
ocd,obsession compulsion compulsive disorder uk profit charity organisation information purpose advice doctor cognitive behavioural therapy,0
ocd,neuropsychiatric streptococcal,1
ocd,compulsions FFC Treatment Disorder,1
ocd,FFC impacts helpful,1
ocd,FFC advice viceversa,1
ocd,compulsions FFC CBT cognitive obsessions Disorder,0
ocd,autoimmune ganglia Misdiagnosis,1
ocd,compulsions FFC Treatment CBT Disorder,1
ocd,Salkovskis Bream,1
ocd,compulsive disorder medical information uk profit charity organisation cognitive behavioural therapy,0
ocd,compulsive disorder uk profit charity organisation advice doctor,0
ocd,FFC sufferer Family,1
ocd,FFC compulsions friends,1
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation advice doctor cognitive behavioural therapy,0
ocd,medical information obsession compulsion compulsive disorder information purpose advice doctor children adult cognitive behavioural therapy,0
ocd,FFC Treatment obsessions,0
ocd,Salkovskis OCDUK Fulwood,1
ocd,FFC cognitive obsessions,0
ocd,medical information obsession compulsion link external website compulsive disorder uk profit charity organisation information purpose quality life advice doctor,0
ocd,obsession compulsion link external website uk profit charity organisation information purpose cognitive behavioural therapy,1
ocd,advice doctor uk profit charity organisation information purpose obsession compulsion,0
ocd,Streptococcal neurochemicals,1
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation information purpose quality life,0
ocd,obsessions UK CBT often,1
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation quality life advice doctor,0
ocd,compulsions FFC cognitive,1
ocd,focuses helps obsessional,0
ocd,common UK understanding GP Disorder,1
ocd,medical information obsession compulsion link external website uk profit charity organisation quality life advice doctor,0
ocd,Rodulph It,1
ocd,compulsions FFC cognitive obsessions,0
ocd,medical information compulsive disorder uk profit charity organisation quality life advice doctor,0
ocd,FFC sufferer impacts,1
ocd,compulsive disorder responsible content party website information purpose cognitive behavioural therapy,0
ocd,medical common UK understanding GP Disorder,0
ocd,form understand obsessions,0
ocd,common UK understanding Disorder,1
ocd,obsession compulsion uk profit charity organisation information purpose quality life advice doctor,0
ocd,As Neuropsychiatric Streptococcal,1
ocd,Rodulph For,1
ocd,obsession compulsion link external website compulsive disorder information purpose advice doctor,1
ocd,Pure CBT obsessions Disorder,0
ocd,FFC compulsions viceversa,1
ocd,medical information obsession compulsion link external website information purpose responsible content party website advice doctor,0
ocd,UK common medical understanding,1
ocd,advice doctor children adult obsession compulsion quality life,0
ocd,obsession compulsion link external website compulsive disorder cognitive behavioural therapy,0
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation information purpose cognitive behavioural therapy,0
ocd,understand obsessions O,0
ocd,ganglia Misdiagnosis streptococcal,1
ocd,obsessions UK Disorder CBT,0
ocd,compulsive disorder uk profit charity organisation cognitive behavioural therapy,0
ocd,compulsive disorder responsible content party website advice doctor obsession compulsion,1
ocd,obsession compulsion compulsive disorder uk profit charity organisation advice doctor cognitive behavioural therapy,0
ocd,CBT understand obsessive,0
ocd,compulsions FFC CBT obsessions,0
ocd,strep Neuropsychiatric Streptococcal,1
ocd,common UK understanding Disorder estimates,1
ocd,medical information obsession compulsion link external website uk profit charity organisation cognitive behavioural therapy,0
ocd,compulsions guide Pure,1
ocd,compulsions form guide,1
ocd,FFC information obsessions,1
ocd,The Neuropsychiatric Streptococcal,1
ocd,responsible content party website obsession compulsion cognitive behavioural therapy,0
ocd,common UK understanding GP Disorder estimates,1
ocd,compulsive disorder medical information uk profit charity organisation quality life,0
ocd,compulsions FFC Treatment obsessions,0
ocd,FFC closely helpful,1
ocd,Neuropsychiatric Streptococcal,1
ocd,Rodulph This,1
ocd,compulsive disorder advice doctor uk profit charity organisation obsession compulsion,0
ocd,CBT CAMHS,1
ocd,obsession compulsion uk profit charity organisation information purpose cognitive behavioural therapy,0
ocd,Understanding obsessions O,0
ocd,Obsessive Medication What,0
ocd,obsession compulsion compulsive disorder uk profit charity organisation cognitive behavioural therapy,0
ocd,obsession compulsion uk profit charity organisation quality life advice doctor,0
ocd,FFC CBT cognitive obsessions Disorder,0
ocd,compulsions FFC Treatment CBT cognitive Disorder,0
ocd,compulsive disorder advice doctor information purpose cognitive behavioural therapy,
ocd,obsessions guide Pure,0
ocd,compulsive disorder responsible content party website cognitive behavioural therapy,1
ocd,compulsions understand O,
ocd,compulsions FFC CBT Disorder,1
ocd,FFC Family helpful,1
ocd,medical information obsession compulsion uk profit charity organisation information purpose quality life,0
ocd,UK understanding Disorder estimates,1
ocd,The enhancementto,1
ocd,obsession compulsion information purpose responsible content party website quality life advice doctor,0
ocd,approximately Compulsive understand,1
ocd,information purpose obsession compulsion cognitive behavioural therapy,0
ocd,obsession compulsion link external website compulsive disorder uk profit charity organisation advice doctor cognitive behavioural therapy,0
ocd,medical information obsession compulsion compulsive disorder responsible content party website advice doctor,
ocd,FFC Treatment obsessions Disorder,0
ocd,link external website compulsive disorder quality life advice doctor,0
ocd,medical information obsession compulsion responsible content party website quality life advice doctor,0
ocd,Dysmorphic Sensorimotor,1
ocd,medical UK understanding Disorder,1
ocd,compulsions CBT Understanding Behavioural,1
ocd,autoimmune Streptococcal,1
ocd,Pure CBT Disorder Understanding,1
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation quality life,0
ocd,helping understand obsessive,0
ocd,FFC cognitive obsessions Disorder,0
ocd,FFC compulsions,1
ocd,link external website compulsive disorder uk profit charity organisation quality life advice doctor,0
ocd,FFC compulsions carers,1
ocd,medical common UK understanding Disorder,1
ocd,compulsions CBT Pure,1
ocd,link external website advice doctor information purpose obsession compulsion,0
ocd,compulsive disorder responsible content party website advice doctor quality life,1
ocd,medical information compulsive disorder uk profit charity organisation advice doctor,0
ocd,compulsive disorder information purpose cognitive behavioural therapy,0
ocd,neuropsychiatric ganglia streptococcal,1
ocd,FFC compulsions approach,1
ocd,compulsive disorder uk profit charity organisation obsession compulsion quality life,0
ocd,CBT understand obsessions,0
ocd,compulsions FFC cognitive obsessions Disorder,0
ocd,responsible content party website obsession compulsion quality life,0
ocd,compulsive disorder uk profit charity organisation information purpose quality life,0
ocd,compulsions FFC Treatment CBT cognitive obsessions Disorder,0
ocd,FFC advice helpful,1
ocd,link external website advice doctor obsession compulsion cognitive behavioural therapy,0
ocd,ganglia streptococcal basal,1
ocd,compulsions FFC CBT cognitive Disorder,1
ocd,compulsive disorder link external website medical information cognitive behavioural therapy,1
ocd,FFC obsessions carers,0
ocd,compulsions Pure CBT Disorder,0
ocd,compulsions Understanding O,1
ocd,FFC viceversa carers,1
ocd,medical information obsession compulsion uk profit charity organisation quality life advice doctor,0
ocd,FFC compulsions It,1
ocd,UK behaviour Disorder CBT,1
ocd,medical information obsession compulsion link external website compulsive disorder uk profit charity organisation cognitive behavioural therapy,0
ocd,FFC obsessions It,0
ocd,compulsions CBT understand,1
ocd,Obsessive treat What,0
ocd,UK Disorder estimates GP,1
ocd,compulsive disorder responsible content party website obsession compulsion cognitive behavioural therapy,0
ocd,treatment UK impact Disorder economic,1
ocd,offers FFC compulsions,1
ocd,responsible content party website medical information information purpose obsession compulsion,0
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation information purpose advice doctor,0
ocd,Salkovskis By Fulwood,1
ocd,UK understanding GP Disorder,1
ocd,compulsions FFC Treatment CBT cognitive obsessions,0
ocd,compulsive UK behaviour Disorder,0
ocd,FFC sufferer carers,0
ocd,obsession compulsion link external website compulsive disorder information purpose advice doctor cognitive behavioural therapy,0
ocd,neuropsychiatric ganglia basal,1
ocd,compulsions FFC Treatment cognitive obsessions Disorder,0
ocd,FFC informative obsessions,0
ocd,obsession compulsion compulsive disorder uk profit charity organisation information purpose responsible content party website cognitive behavioural therapy,0
ocd,understand obsessions guide,0
ocd,link external website advice doctor obsession compulsion,0
ocd,compulsions FFC Treatment cognitive obsessions,0
ocd,compulsive disorder uk profit charity organisation information purpose quality life advice doctor,0
ocd,Disorder estimates understanding GP,1
ocd,UK understanding GP Disorder estimates,1
ocd,infection PANDAS,1
ocd,Neuropsychiatric Streptococcal neurochemicals,1
ocd,medical information obsession compulsion link external website compulsive disorder uk profit charity organisation information purpose cognitive behavioural therapy,0
ocd,CAMHS NHSprovided CMHT,1
ocd,Obsessions What Treat,0
ocd,CBT understand O,1
ocd,form obsessions guide,0
ocd,Compulsive diagnosis,1
ocd,advice doctor medical information obsession compulsion cognitive behavioural therapy,0
ocd,FFC obsessions viceversa,0
ocd,compulsive disorder advice doctor uk profit charity organisation quality life,0
ocd,medical information obsession compulsion information purpose responsible content party website advice doctor,0
ocd,advice doctor children adult obsession compulsion,0
ocd,FFC compulsions categories,0
ocd,CBT Behavioural obsessional,0
ocd,compulsions FFC obsessions,0
ocd,Obsessive diagnosis,0
ocd,Salkovskis A Fulwood,1
ocd,obsession compulsion link external website compulsive disorder uk profit charity organisation cognitive behavioural therapy,0
ocd,CBT Behavioural Pure,1
ocd,compulsions FFC CBT cognitive,0
ocd,symptoms PANDAS,1
ocd,ganglia predisposition basal,1
ocd,medical information obsession compulsion compulsive disorder uk profit charity organisation information purpose quality life advice doctor,0
ocd,FFC compulsions sufferer,0
ocd,FFC compulsions Family,0
ocd,enhancementto,1
ocd,treat Obsessions What,0
ocd,compulsive disorder responsible content party website link external website cognitive behavioural therapy,0
ocd,responsible content party website advice doctor medical information obsession compulsion,0
ocd,Compulsive Klonopin diagnosis,0
ocd,An Trichotillomania Sensorimotor,1
ocd,compulsions FFC Treatment CBT obsessions,0
ocd,obsession compulsion compulsive disorder uk profit charity organisation children adult cognitive behavioural therapy,0
ocd,medical information obsession compulsion link external website responsible content party website advice doctor,
ocd,CBT charity Understanding,0
ocd,FFC obsessions Disorder,0
ocd,obsession compulsion link external website quality life advice doctor,0
ocd,FFC CBT cognitive,1
ocd,CBT CMHT Medical common,1
ocd,CBT CMHT common Mental,1
ocd,obsession compulsion information purpose responsible content party website advice doctor,0
ocd,compulsions FFC Treatment CBT cognitive,0
ocd,compulsions FFC Treatment CBT,0
ocd,uk profit charity organisation obsession compulsion quality life,0
ocd,medical UK understanding GP Disorder estimates,1
ocd,compulsions CBT O,1
ocd,responsible content party website information purpose obsession compulsion cognitive behavioural therapy,0
ocd,clomipramine disorientation Tofranil,1
ocd,compulsive disorder link external website uk profit charity organisation cognitive behavioural therapy,1
ocd,PANDAS disorder infection symptoms,1
ocd,compulsive disorder information purpose obsession compulsion cognitive behavioural therapy,0
ocd,FFC CBT cognitive obsessions,0
ocd,CAMHS CMHT,1
ocd,link external website medical information obsession compulsion cognitive behavioural therapy,0
ocd,FFC practical obsessions,1
ocd,FFC Family obsessions,0
ocd,UK common understanding GP,1
ocd,uk profit charity organisation obsession compulsion cognitive behavioural therapy,0
ocd,form Understanding obsessions,0
ocd,CBT obsessions O,0
ocd,FFC compulsions practical,1
ocd,compulsive disorder link external website information purpose cognitive behavioural therapy,0
ocd,treatment UK Disorder economic,1
ocd,medical information obsession compulsion link external website uk profit charity organisation information purpose cognitive behavioural therapy,0
ocd,medical information uk profit charity organisation obsession compulsion cognitive behavioural therapy,0
ocd,neuropsychiatric ganglia,1
ocd,predisposition Neuropsychiatric neurochemicals,1
ocd,FFC Treatment CBT cognitive obsessions Disorder,0
ocd,obsession compulsion compulsive disorder uk profit charity organisation quality life advice doctor,0
ocd,common UK understanding GP estimates,1
ocd,obsession compulsion compulsive disorder uk profit charity organisation information purpose quality life advice doctor,0
ocd,uk profit charity organisation obsession compulsion,0
ocd,offers FFC obsessions,0
ocd,FFC closely impacts,1
ocd,CBT CMHT CAMHS,1
ocd,FFC advice obsessions,0
ocd,FFC obsessions,0
ocd,FFC obsessions cognitive Treatment,0
ocd,medical information uk profit charity organisation information purpose obsession compulsion,0
ocd,compulsive UK behaviour CBT,1
ocd,ganglia Misdiagnosis basal,1
ocd,FFC Treatment CBT obsessions Disorder,0
ocd,compulsions CBT Disorder Understanding,1
ocd,compulsive disorder responsible content party website advice doctor,1
ocd,compulsions FFC CBT obsessions Disorder,0
ocd,obsession compulsion link external website uk profit charity organisation cognitive behavioural therapy,0
ocd,link external website information purpose obsession compulsion cognitive behavioural therapy,0
ocd,Klonopin Compulsive,1
ocd,compulsions FFC cognitive Treatment,0
ocd,Elavil clomipramine disorientation,1
ocd,Hypochondriasis Overprotection,1
ocd,FFC compulsions advice,1
ocd,Obsessive medication What,0
ocd,compulsions FFC Disorder,1
ocd,Plaxil fluvoxamine,1
ocd,compulsions FFC Treatment CBT obsessions Disorder,0
ocd,medical information obsession compulsion uk profit charity organisation information purpose quality life advice doctor,0
ocd,obsession compulsion link external website compulsive disorder information purpose responsible content party website advice doctor,0
ocd,compulsions FFC Treatment,1
ocd,Dysmorphic Trichotillomania Sensorimotor,1
ocd,autoimmune PANDAS strep,1
ocd,link external website obsession compulsion cognitive behavioural therapy,0
ocd,Obsessive Here understand,0
ocd,ganglia streptococcal,1
ocd,compulsions CBT Understanding,1
