privateQuery,scrambledQuery,score
forearm pain,tennis elbow movement position hollow knee substitute medical advice,0
forearm pain,break skin toe toe elbow joint upper arm tennis elbow,0
forearm pain,break skin contraction muscle tendon movement position elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,wrist extensor bone elbow golfer elbow,0
forearm pain,Lycop Bothrops,1
forearm pain,elbow bone elbow tendonitis elbow joint tennis elbow wrist extensor bone elbow wrist finger golfer elbow,0
forearm pain,Recently elbow bone,0
forearm pain,arthritis discomfort,1
forearm pain,contraction muscle tendon movement position upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,upper arm toe toe contraction muscle tendon elbow joint,0
forearm pain,nerve tennis On,1
forearm pain,upper arm tennis elbow hollow knee,0
forearm pain,epiconylitis,1
forearm pain,joints itching leg,1
forearm pain,toes upper thigh,1
forearm pain,bone Elbow Tendons,0
forearm pain,joint epicondyle nerves tendon,1
forearm pain,elbow tennis bones tear,0
forearm pain,Bothrops Costive Littoralis,1
forearm pain,fingers thigh,1
forearm pain,tennis bones tear,0
forearm pain,weakness elbow asleep,0
forearm pain,break skin contraction muscle tendon elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,elbow tendonitis elbow joint tennis elbow wrist extensor golfer elbow,0
forearm pain,toe toe tennis elbow hollow knee,0
forearm pain,epicondylitis protuberance extensor,1
forearm pain,lower upper skin,1
forearm pain,joints skin leg,1
forearm pain,elbow bone Tendons,0
forearm pain,Lycop Dayblindness Littoralis,1
forearm pain,elbow nerve,0
forearm pain,toe toe hollow knee,1
forearm pain,epicondylitis elbow tear bones flexors wrist tennis,0
forearm pain,tennis elbow elbow tendonitis,0
forearm pain,wrist extensor golfer elbow elbow tendonitis,0
forearm pain,epicondyle extensors ulna,1
forearm pain,epicondylitis elbow tear flexors wrist tennis,0
forearm pain,extremities toes,1
forearm pain,As tendonopathy Extensor,1
forearm pain,thigh upper skin,1
forearm pain,lower skin toes,1
forearm pain,elbow morning sharp,0
forearm pain,Lycop Bothrops Littoralis,1
forearm pain,elbow nerve injury tennis,0
forearm pain,tendons nerve files,1
forearm pain,elbow tendon muscles epicondyle,0
forearm pain,upper arm tennis elbow hand feet contraction muscle tendon,0
forearm pain,Carpi As tendonopathy,1
forearm pain,Bothrops Dayblindness Costive,1
forearm pain,extensor musculotendon,1
forearm pain,elbow joint lateral epicondylitis wrist extensor bone elbow,0
forearm pain,Bothrops Costive,1
forearm pain,tennis elbow toe toe hollow knee substitute medical advice,0
forearm pain,tennis elbow lateral epicondylitis wrist extensor,0
forearm pain,movement position hand feet toe toe,1
forearm pain,movement position toe toe,1
forearm pain,tennis bones,1
forearm pain,upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,extremities,1
forearm pain,Hydrast Clavatum,1
forearm pain,elbow bone lateral epicondylitis elbow tendonitis elbow joint tennis elbow wrist extensor golfer elbow,0
forearm pain,lateral epicondylitis wrist extensor bone elbow,0
forearm pain,numbness joints toe,1
forearm pain,Hydrast callosities,1
forearm pain,radialus extensor carpi,1
forearm pain,movement position elbow joint upper arm tennis elbow hollow knee,0
forearm pain,toe toe hollow knee contraction muscle tendon elbow joint,0
forearm pain,upper cramps,1
forearm pain,tennis elbow toe toe hollow knee elbow joint,0
forearm pain,lower skin foot,1
forearm pain,knee cramps hand,1
forearm pain,Whoopingcough Nectranda,1
forearm pain,lower upper toes,1
forearm pain,numbness upper arm,0
forearm pain,elbow nerves,0
forearm pain,upper arm hollow knee contraction muscle tendon,0
forearm pain,break skin contraction muscle tendon upper arm tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,Clavatum Lycopodium Costive,1
forearm pain,nerve Is tennis,1
forearm pain,break skin elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,As tendonopathy Radialis,1
forearm pain,Hydrast Littoralis,1
forearm pain,elbow joint wrist finger bone elbow elbow tendonitis,0
forearm pain,tearing lower,1
forearm pain,extremities elbow arm,0
forearm pain,tennis elbow movement position toe toe substitute medical advice,0
forearm pain,upper swollen,1
forearm pain,weakness elbow tears,0
forearm pain,epicondyle musculotendon,1
forearm pain,tennis elbow wrist extensor golfer elbow,0
forearm pain,joints lower cramps,1
forearm pain,elbow tennis wrist bones,0
forearm pain,toe toe elbow joint upper arm tennis elbow,0
forearm pain,elbow bone elbow tendonitis elbow joint tennis elbow wrist extensor golfer elbow,0
forearm pain,elbow Lateral objects,0
forearm pain,elbow bone lateral epicondylitis tennis elbow wrist extensor bone elbow wrist finger golfer elbow,0
forearm pain,elbow muscles epicondyle extensor musculotendon tennis,0
forearm pain,sudden upper fingers,1
forearm pain,break skin toe toe,1
forearm pain,lateral epicondylitis carpal tunnel syndrome elbow bone,1
forearm pain,epicondyle flexors ulnar,1
forearm pain,elbow nerve tendonitis tennis,0
forearm pain,joints itching upper,1
forearm pain,elbow wrist,0
forearm pain,A musculotendon,1
forearm pain,tennis tendonitis ulnar arm,0
forearm pain,tendons bones elbows,0
forearm pain,toe toe elbow joint upper arm tennis elbow substitute medical advice hollow knee,0
forearm pain,mornings joints cramps,1
forearm pain,contraction muscle tendon elbow joint upper arm tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,epicondylitis humerus epicondyle,1
forearm pain,upper bone tennis,0
forearm pain,bone tennis home,1
forearm pain,muscle tennis lateral,1
forearm pain,break skin elbow joint tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,epicondylitis elbow tear bones wrist tennis,0
forearm pain,radialus epicondyle extensor,1
forearm pain,elbow tendons bone,0
forearm pain,ligaments epicondyle,1
forearm pain,nerve tendonitis injury arm tennis,0
forearm pain,thigh foot toes,1
forearm pain,elbow joint lateral epicondylitis wrist extensor,0
forearm pain,Nectranda,1
forearm pain,elbow tennis arm nerve,0
forearm pain,elbow tennis bones,0
forearm pain,tunnel nerve,1
forearm pain,break skin movement position elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,Bothrops Dayblindness Littoralis,1
forearm pain,movement position upper arm tennis elbow substitute medical advice hollow knee,0
forearm pain,Bothrops Littoralis,1
forearm pain,elbow joint elbow bone elbow tendonitis,0
forearm pain,upper tearing,1
forearm pain,finger joints sudden,1
forearm pain,joints night Numbness,1
forearm pain,nerve If tennis,1
forearm pain,discomfort abdominal,1
forearm pain,Tennis bone actions,1
forearm pain,toes lower,1
forearm pain,numbness finger leg,1
forearm pain,tennis tendonitis ulnar,1
forearm pain,elbow joint lateral epicondylitis wrist finger bone elbow,0
forearm pain,radialus extensor,1
forearm pain,lateral epicondylitis elbow tendonitis tennis elbow wrist extensor,0
forearm pain,elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,break skin movement position toe toe elbow joint upper arm tennis elbow,0
forearm pain,weakness tears Elbow,0
forearm pain,muscles tennis lateral,1
forearm pain,gouty numb hand,1
forearm pain,elbow tendons bones,0
forearm pain,joints legs skin,1
forearm pain,numbness upper,1
forearm pain,break skin contraction muscle tendon movement position elbow joint upper arm tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,thigh skin foot,1
forearm pain,elbow tendonitis elbow joint tennis elbow wrist extensor wrist finger golfer elbow,0
forearm pain,nerve Elbow tennis,0
forearm pain,Dayblindness Costive Littoralis,1
forearm pain,mornings joints upper,1
forearm pain,joint screwdriver tennis,1
forearm pain,tennis tendonitis injury nerve,1
forearm pain,upper tearing knee,1
forearm pain,elbow bone elbow tendonitis wrist extensor golfer elbow,0
forearm pain,bone actions tennis,1
forearm pain,Lycop Dayblindness Plumbago,1
forearm pain,musculotendon,1
forearm pain,elbow bone lateral epicondylitis elbow tendonitis tennis elbow wrist extensor bone elbow golfer elbow,0
forearm pain,upper skin foot,1
forearm pain,lateral epicondylitis wrist extensor elbow tendonitis,1
forearm pain,contraction muscle tendon movement position elbow joint upper arm tennis elbow hand feet hollow knee,0
forearm pain,upper arm hand feet elbow joint,0
forearm pain,elbow arm extreme,0
forearm pain,upper arm hollow knee,0
forearm pain,upper arm tennis elbow toe toe,0
forearm pain,elbow nerve tennis,0
forearm pain,synovial humerus ulna,1
forearm pain,extensor epicondyle musculotendon,1
forearm pain,upper tearing pulling,1
forearm pain,tennis bones flexors,1
forearm pain,Lycop Plumbago,1
forearm pain,callosities Clavatum,1
forearm pain,tennis tendonitis nerve,1
forearm pain,elbow tennis bones flexors,0
forearm pain,elbow tendon joint epicondyle,0
forearm pain,tennis elbow break skin toe toe substitute medical advice,0
forearm pain,epicondylitis protuberance humerus,1
forearm pain,Olecranon Epicondylitis,1
forearm pain,thigh lower skin,1
forearm pain,elbow bone elbow joint tennis elbow wrist extensor bone elbow wrist finger golfer elbow,0
forearm pain,tendons bone Elbow,0
forearm pain,knee upper cramps,1
forearm pain,elbow joint tennis elbow wrist extensor bone elbow,0
forearm pain,thigh joints cramps,1
forearm pain,But nerve tennis,1
forearm pain,upper arm toe toe elbow joint,0
forearm pain,movement position break skin,1
forearm pain,tennis elbow elbow joint wrist extensor,0
forearm pain,extremities foot,1
forearm pain,elbow nerve tendonitis injury arm tennis,0
forearm pain,elbow joint upper arm tennis elbow substitute medical advice hollow knee,0
forearm pain,nerves elbow tendon joint muscles,1
forearm pain,Costive Littoralis,1
forearm pain,elbow joint wrist extensor golfer elbow elbow bone,0
forearm pain,elbow tennis muscles lateral,0
forearm pain,Biennis Nectranda,1
forearm pain,thigh lower toes,1
forearm pain,break skin elbow joint upper arm tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,elbow swollen sharp,0
forearm pain,elbow joint lateral epicondylitis wrist extensor elbow tendonitis,0
forearm pain,break skin contraction muscle tendon movement position elbow joint tennis elbow hollow knee,0
forearm pain,elbow upper tearing,0
forearm pain,upper arm tennis elbow hollow knee contraction muscle tendon,0
forearm pain,break skin contraction muscle tendon elbow joint upper arm tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,contraction muscle tendon movement position toe toe elbow joint upper arm tennis elbow hand feet,0
forearm pain,action bone tennis,1
forearm pain,nerves elbow tendon joint epicondyle,0
forearm pain,elbow nerve tendonitis injury tennis,0
forearm pain,tennis elbow movement position break skin,0
forearm pain,upper arm break skin,0
forearm pain,epicondylitis Maybe straighten,1
forearm pain,lateral epicondylitis elbow tendonitis wrist extensor golfer elbow,0
forearm pain,radialus carpi,1
forearm pain,Elbow,0
forearm pain,Hydrast Clavatum Costive,1
forearm pain,ligaments epicondyle nerves tendon,1
forearm pain,lateral epicondylitis wrist finger golfer elbow elbow bone,0
forearm pain,elbow joint wrist extensor golfer elbow,0
forearm pain,tennis tendonitis ulnar injury,1
forearm pain,A Hydrast Littoralis,1
forearm pain,humerus ulna annular,1
forearm pain,Elbow tendon Fracture Tennis,0
forearm pain,Tennis bone tennis,1
forearm pain,joints walking cramps,1
forearm pain,elbow muscles lateral,0
forearm pain,toes upper foot,1
forearm pain,lateral epicondylitis wrist finger bone elbow elbow tendonitis,0
forearm pain,toe toe hollow knee contraction muscle tendon,1
forearm pain,elbow joint epicondyle muscles,0
forearm pain,elbow nerve injury arm tennis,0
forearm pain,protuberance humerus epicondyle,1
forearm pain,extremities skin,1
forearm pain,tears epicondyle overtime,1
forearm pain,Costive Plumbago,1
forearm pain,epicondylitis splint carpal,1
forearm pain,tennis injury nerve,1
forearm pain,thigh lower foot,1
forearm pain,elbow tendonitis tennis elbow wrist extensor bone elbow golfer elbow,0
forearm pain,skin fingers foot,1
forearm pain,elbow joint upper arm tennis elbow substitute medical advice hand feet hollow knee,0
forearm pain,tendon bone Elbow,0
forearm pain,A Hydrast Costive,1
forearm pain,elbow tendonitis ulnar injury,0
forearm pain,radialus epicondyle,1
forearm pain,joints cramps sitting,1
forearm pain,wrist extensor golfer elbow,0
forearm pain,protuberance epicondyle extensor,1
forearm pain,joints upper toes,1
forearm pain,toe toe elbow joint upper arm hollow knee,0
forearm pain,Carpi tendonopathy Extensor,1
forearm pain,Tennis elbow bone,0
forearm pain,recently nerve tennis,1
forearm pain,thigh upper foot,1
forearm pain,elbow epicondyle nerves tendon,0
forearm pain,elbow muscles musculotendon tennis lateral,0
forearm pain,upper arm toe toe substitute medical advice,0
forearm pain,break skin hollow knee,1
forearm pain,tennis elbow break skin hand feet,0
forearm pain,elbow muscles epicondyle extensor musculotendon tennis lateral,0
forearm pain,epicondylitis protuberance epicondyle,1
forearm pain,Lycopodium Costive,1
forearm pain,break skin contraction muscle tendon movement position toe toe elbow joint upper arm tennis elbow,0
forearm pain,elbow upper tennis,0
forearm pain,A Costive Littoralis,1
forearm pain,tendonitis ulnar,1
forearm pain,joints paralytic skin,1
forearm pain,elbow tendonitis nerve,0
forearm pain,These nerve tennis,1
forearm pain,elbow bone lateral epicondylitis elbow tendonitis elbow joint wrist extensor bone elbow wrist finger golfer elbow,0
forearm pain,elbow muscles nerves tendon,0
forearm pain,tennis elbow wrist extensor elbow tendonitis,0
forearm pain,break skin elbow joint upper arm tennis elbow hand feet hollow knee,0
forearm pain,Sportspecific musculotendon,1
forearm pain,elbow action bone,0
forearm pain,tennis elbow toe toe hollow knee contraction muscle tendon,0
forearm pain,joint epicondyle muscles tendon,1
forearm pain,joint epicondyle overtime,1
forearm pain,toe toe elbow joint upper arm tennis elbow hollow knee,0
forearm pain,elbow tennis tendonitis ulnar,0
forearm pain,elbow bone elbow tendonitis elbow joint wrist extensor golfer elbow,0
forearm pain,elbow tendonitis injury nerve,0
forearm pain,Lycop Bothrops Plumbago,1
forearm pain,And nerve tennis,1
forearm pain,thigh skin toes,1
forearm pain,tendonopathy Radialis,1
forearm pain,tennis elbow lateral epicondylitis wrist finger bone elbow,0
forearm pain,elbow muscles epicondyle extensor tennis,0
forearm pain,movement position elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,Lycop Bothrops Dayblindness,1
forearm pain,tendonitis cure Numbness,1
forearm pain,callosities Clavatum Lycopodium,1
forearm pain,toe toe upper arm tennis elbow substitute medical advice hollow knee,0
forearm pain,bone completely tennis,1
forearm pain,elbow tendon,0
forearm pain,elbow joint tennis elbow wrist extensor bone elbow golfer elbow,0
forearm pain,nerves elbow tendon,0
forearm pain,Elbow tendon,0
forearm pain,callosities Lycopodium,1
forearm pain,tennis arm nerve,0
forearm pain,elbow bone elbow tendonitis tennis elbow wrist extensor bone elbow wrist finger golfer elbow,0
forearm pain,elbow nerve tendonitis arm tennis,0
forearm pain,epicondyle overtime bone,1
forearm pain,contraction muscle tendon movement position elbow joint upper arm tennis elbow substitute medical advice hand feet,0
forearm pain,upper arm hand feet contraction muscle tendon substitute medical advice,0
forearm pain,upper arm hollow knee substitute medical advice,0
forearm pain,nerve tennis hand,1
forearm pain,elbow tendonitis,1
forearm pain,elbow bone lateral epicondylitis elbow tendonitis wrist extensor,0
forearm pain,elbow joint upper arm substitute medical advice hollow knee,0
forearm pain,break skin movement position elbow joint upper arm tennis elbow substitute medical advice,0
forearm pain,Elbow Fracture Tennis,0
forearm pain,upper knee swollen,1
forearm pain,elbow,0
forearm pain,upper wrist tennis,1
forearm pain,elbow joint wrist extensor golfer elbow elbow tendonitis,0
forearm pain,tendonopathy Extensor,1
forearm pain,tendonopathy Extensor Radialis,1
forearm pain,upper foot,1
forearm pain,nerves elbow tendon muscles epicondyle,0
forearm pain,discomfort headache,1
forearm pain,elbow hands sharp,1
forearm pain,Hydrast callosities Clavatum,1
forearm pain,elbow tendonitis tennis elbow wrist extensor wrist finger golfer elbow,0
forearm pain,elbow bone lateral epicondylitis elbow tendonitis tennis elbow wrist extensor wrist finger golfer elbow,0
forearm pain,tennis wrist bones,1
forearm pain,tennis tendonitis arm nerve,0
